Simplified,Unicode (Simp.),Traditional,Unicode (Trad.),Pinyin,HSK Grade,JD Rank,JD Frequency,JD Percentile
赢,36194,贏,36111,yíng,3,1836,8657,96.45740173
泳,27891,泳,27891,yǒng,3,2607,3198,98.66903642
优,20248,優,20778,yōu,3,774,46613,84.6839046
邮,37038,郵,37109,yóu/chuí,3,1652,11137,95.52437821
预,39044,預,38928,yù,3,647,61534,81.20218258
员,21592,員,21729,yuán/yún/yùn,3,200,200217,55.77823144
约,32422,約,32004,yuē/yāo/yào/dì,3,424,99148,72.27532402
杂,26434,雜,38620,zá,3,853,40265,86.43817102
造,36896,造,36896,zào/cào/cāo,3,354,120496,68.30387729
责,36131,責,36012,zé/zhài,3,535,76377,77.23641842
增,22686,增,22686,zēng/zèng/céng,3,446,93869,73.37653268
展,23637,展,23637,zhǎn/zhan,3,275,156759,62.71962012
张,24352,張,24373,zhāng/zhàng,3,318,136087,65.935035
章,31456,章,31456,zhāng/zhàng,3,539,76098,77.3940229
争,20105,爭,29229,zhēng/zhèng,3,344,124420,67.67550636
整,25972,整,25972,zhěng,3,416,100910,71.86136776
证,35777,證,35657,zhèng,3,373,115610,69.46142741
支,25903,支,25903,zhī/zhì/qí,3,437,96814,72.93340544
汁,27713,汁,27713,zhī/xié/shí,3,2540,3564,98.55300524
值,20540,值,20540,zhí,3,600,67732,79.63677633
职,32844,職,32887,zhí/tè,3,616,65272,80.18730236
止,27490,止,27490,zhǐ,3,596,68082,79.49651826
指,25351,指,25351,zhǐ/zhí/zhī,3,261,166865,61.54918809
至,33267,至,33267,zhì/dié,3,267,163582,62.06115627
志,24535,誌,35468,zhì,3,542,75904,77.51180081
志,24535,志,24535,zhì,3,542,75904,77.51180081
制,21046,制,21046,zhì,3,163,250754,51.54851772
制,21046,製,35069,zhì,3,163,250754,51.54851772
终,32456,終,32066,zhōng,3,558,72533,78.1244682
种,31181,種,31278,zhǒng/zhòng/chóng,3,57,503344,32.40386977
众,20247,眾,30526,zhòng,3,510,80390,76.22432419
猪,29482,豬,35948,zhū,3,1762,9535,96.10947458
注,27880,注,27880,zhù/zhòu,3,492,82869,75.46407331
注,27880,註,35387,zhù,3,492,82869,75.46407331
祝,31069,祝,31069,zhù/zhòu/chù,3,1651,11144,95.51862277
抓,25235,抓,25235,zhuā,3,992,31675,89.01091087
专,19987,專,23560,zhuān/tuán/shuàn,3,485,84361,75.16135556
转,36716,轉,36681,zhuǎn/zhuàn,3,376,115087,69.64016995
状,29366,狀,29376,zhuàng,3,624,64495,80.4550198
追,36861,追,36861,zhuī/duī/tuī,3,768,47079,84.53849108
资,36164,資,36039,zī/zì,3,257,168890,61.20228211
总,24635,總,32317,zǒng/zōng/cōng,3,228,184470,58.54531765
足,36275,足,36275,zú/jù,3,527,77385,76.91909839
族,26063,族,26063,zú/sǒu/còu/zòu,3,549,74174,77.78287374
阿,38463,阿,38463,ā/ē/ě/ǎ/à,4,471,87159,74.5427498
矮,30702,矮,30702,ǎi,4,2027,6834,97.2242995
案,26696,案,26696,àn,4,518,79395,76.55472301
暗,26263,暗,26263,àn,4,829,41881,85.93020689
巴,24052,巴,24052,ba/bā,4,546,74917,77.6675211
摆,25670,擺,25850,bǎi,4,1158,23853,91.35175581
败,36133,敗,25943,bài,4,862,39627,86.62385501
伴,20276,伴,20276,bàn/pàn,4,1298,18678,92.86934393
薄,34180,薄,34180,báo/bó/bù/bò,4,1433,15150,94.04933907
宝,23453,寶,23542,bǎo,4,811,42836,85.53531276
抱,25265,抱,25265,bào/pāo/pǒu,4,1122,25069,90.8972655
贝,36125,貝,35997,bèi,4,1133,24675,91.03846154
倍,20493,倍,20493,bèi/péi,4,1392,16102,93.71941414
笨,31528,笨,31528,bèn,4,2323,4712,98.09621628
毕,27605,畢,30050,bì,4,1093,26148,90.51371688
闭,38381,閉,38281,bì,4,1267,19515,92.5638986
避,36991,避,36991,bì,4,991,31731,88.99454171
编,32534,編,32232,biān/biǎn/biàn,4,858,39879,86.54166654
辩,36777,辯,36783,biàn/pián/biǎn/bàn,4,1355,17459,93.39866266
冰,20912,冰,20912,bīng/níng,4,1070,27201,90.1974051
兵,20853,兵,20853,bīng,4,398,106982,70.89417854
擦,25830,擦,25830,cā,4,1761,9542,96.10454704
财,36130,財,36001,cái,4,680,56037,82.20729091
操,25805,操,25805,cāo,4,1173,23193,91.53395151
测,27979,測,28204,cè,4,861,39752,86.60337637
抄,25220,抄,25220,chāo/suō/chào/chǎo,4,2213,5433,97.80861243
潮,28526,潮,28526,cháo,4,1302,18532,92.90770386
彻,24443,徹,24505,chè,4,1240,20461,92.28480052
沉,27785,沉,27785,chén/chēn,4,747,48772,84.01861092
诚,35802,誠,35488,chéng,4,1154,23947,91.30239042
承,25215,承,25215,chéng/zhěng/zhèng,4,639,62285,80.94636154
迟,36831,遲,36978,chí/zhì,4,1374,16808,93.56649845
尺,23610,尺,23610,chǐ/chě,4,1474,14422,94.36373409
冲,20914,衝,34909,chōng/chǒng/chòng,4,702,53378,82.82861496
冲,20914,沖,27798,chōng/chòng,4,702,53378,82.82861496
虫,34411,蟲,34802,chóng/zhòng/tóng,4,1287,18909,92.76261953
抽,25277,抽,25277,chōu,4,1178,22937,91.59350376
窗,31383,窗,31383,chuāng/cōng,4,1074,26978,90.25327784
纯,32431,純,32020,chún/zhǔn/tún/quán/zī/zhūn,4,1125,24890,90.93597529
刺,21050,刺,21050,cì/qì/cī,4,1058,27891,90.02696678
粗,31895,粗,31895,cū,4,1414,15557,93.89929206
促,20419,促,20419,cù/chuò,4,1102,25792,90.63428853
寸,23544,寸,23544,cùn/cun/cǔn,4,1904,8056,96.75092121
措,25514,措,25514,cuò/zé/cì,4,1148,24172,91.2279129
袋,34955,袋,34955,dài/dai,4,1310,18381,92.98399116
戴,25140,戴,25140,dài,4,1228,20826,92.15688327
担,25285,擔,25812,dān/dàn/dan/shàn,4,720,51792,83.31773349
淡,28129,淡,28129,dàn/yàn/tán,4,1293,18779,92.82103848
登,30331,登,30331,dēng/dé,4,817,42687,85.66783146
敌,25932,敵,25973,dí,4,523,78620,76.75819476
递,36882,遞,36958,dì/shì/dài,4,1538,13012,94.81893652
顶,39030,頂,38914,dǐng,4,1000,31318,89.14101722
斗,26007,鬥,39717,dòu,4,580,69456,78.928513
斗,26007,斗,26007,dòu/dǒu/zhǔ,4,580,69456,78.928513
豆,35910,豆,35910,dòu,4,1793,9179,96.25931178
独,29420,獨,29544,dú,4,627,64201,80.55480688
堵,22581,堵,22581,dǔ/zhě/dū,4,2284,4960,97.99885912
肚,32922,肚,32922,dù/dǔ,4,1800,9102,96.29237621
锻,38203,鍛,37723,duàn,4,2531,3596,98.53634926
恶,24694,噁,22081,wù/wò/ě,4,792,44493,85.10643381
恶,24694,惡,24801,è/wù/wū/ě/hū,4,792,44493,85.10643381
耳,32819,耳,32819,ěr/réng,4,887,37939,87.12348908
翻,32763,翻,32763,fān,4,1027,29568,89.56531228
肥,32933,肥,32933,féi/bǐ,4,1620,11594,95.33708907
纷,32439,紛,32027,fēn,4,1181,22820,91.62893661
奋,22859,奮,22894,fèn,4,1268,19499,92.57397539
符,31526,符,31526,fú,4,1205,21862,91.90586523
府,24220,府,24220,fǔ,4,417,100771,71.91344471
腐,33104,腐,33104,fǔ/fu,4,1576,12264,95.06704145
妇,22919,婦,23142,fù/fu,4,932,35188,87.97432671
附,38468,附,38468,fù/bù/fū,4,923,35955,87.80933014
盖,30422,蓋,33995,gài/gai/gě,4,1052,28310,89.94005954
隔,38548,隔,38548,gé/rǒng/jī,4,1319,18056,93.06838786
供,20379,供,20379,gōng/gòng,4,550,74168,77.82120266
构,26500,構,27083,gòu/jué,4,511,80364,76.26585511
购,36141,購,36092,gòu,4,1078,26803,90.30877281
骨,39592,骨,39592,gǔ/gú/gū,4,1036,29180,89.70202779
固,22266,固,22266,gù,4,893,37582,87.2404572
瓜,29916,瓜,29916,guā,4,1827,8740,96.41699688
官,23448,官,23448,guān,4,432,97897,72.68230058
逛,36891,逛,36891,guàng/kuáng,4,2642,3074,98.72572827
归,24402,歸,27512,guī/kuì/kuí,4,933,35153,87.99249326
裹,35065,裹,35065,guǒ,4,2387,4322,98.24536047
含,21547,含,21547,hán/hàn,4,937,34759,88.06470882
寒,23506,寒,23506,hán,4,1297,18684,92.85969142
航,33322,航,33322,háng,4,773,46789,84.65981569
毫,27627,毫,27627,háo,4,879,38374,86.96574042
厚,21402,厚,21402,hòu,4,1235,20624,92.23181298
乎,20046,乎,20046,hu/hū,4,458,90127,73.94686244
呼,21628,呼,21628,hū/hu/xiāo/xū/hè/xià,4,843,40709,86.22863997
户,25143,戶,25142,hù/hu,4,801,43810,85.31187709
怀,24576,懷,25079,huái,4,762,47561,84.39169516
缓,32531,緩,32233,huǎn,4,1111,25455,90.75345919
挥,25381,揮,25582,huī/hún,4,742,49702,83.89170761
汇,27719,彙,24409,huì,4,1187,22608,91.69936461
汇,27719,匯,21295,huì,4,1187,22608,91.69936461
伙,20249,夥,22821,huǒ,4,1047,28724,89.86647399
伙,20249,伙,20249,huǒ/huo,4,1047,28724,89.86647399
货,36135,貨,36008,huò,4,818,42602,85.68984754
获,33719,獲,29554,huò,4,688,55064,82.43682103
获,33719,穫,31339,huò/hù,4,688,55064,82.43682103
圾,22334,圾,22334,jī/jí/jié,4,2634,3102,98.71297246
激,28608,激,28608,jī/ji/jiào/jiāo,4,710,52723,83.04748018
即,21363,即,21363,jí,4,293,146459,64.11908718
季,23395,季,23395,jì,4,1279,19211,92.68395243
既,26082,既,26082,jì/xì,4,724,51208,83.42388839
寄,23492,寄,23492,jì,4,1611,11729,95.28297857
减,20943,減,28187,jiǎn,4,857,40011,86.52105767
渐,28176,漸,28472,jiàn/jiān/qián/chán,4,870,39010,86.78634311
江,27743,江,27743,jiāng,4,577,69602,78.82081498
奖,22870,獎,29518,jiǎng,4,1233,20690,92.21046717
降,38477,降,38477,jiàng/xiáng,4,744,49306,83.94280268
阶,38454,階,38542,jiē,4,745,49058,83.96815512
巾,24062,巾,24062,jīn,4,2281,4967,97.99116678
劲,21170,勁,21185,jìn/jìng,4,1358,17307,93.42554324
禁,31105,禁,31105,jìn/jīn,4,986,31951,88.91224367
惊,24778,驚,39514,jīng,4,659,59724,81.57742647
竟,31455,竟,31455,jìng,4,706,53033,82.93833775
镜,38236,鏡,37857,jìng,4,1251,20100,92.39997435
究,31350,究,31350,jiū/jiu/jiù,4,429,98377,72.53025464
居,23621,居,23621,jū/jī,4,678,56307,82.14933036
局,23616,局,23616,jú,4,483,84587,75.07410415
局,23616,侷,20407,jú,4,483,84587,75.07410415
巨,24040,巨,24040,jù/qú,4,913,36351,87.62261567
距,36317,距,36317,jù,4,1202,21970,91.87193467
聚,32858,聚,32858,jù,4,1306,18458,92.94593201
卷,21367,卷,21367,juǎn/juàn/quán/quān/gǔn/jùn,4,1016,30343,89.39558247
卷,21367,捲,25458,quán/juǎn/juàn,4,1016,30343,89.39558247
均,22343,均,22343,jūn/yùn,4,903,36842,87.43353794
棵,26869,棵,26869,kē/kuǎn/kě,4,2108,6159,97.49568146
宽,23485,寬,23532,kuān,4,1155,23918,91.31475089
矿,30719,礦,31014,kuàng/gǒng,4,1385,16360,93.66076833
扩,25193,擴,25844,kuò/tǎng/guàng,4,1051,28331,89.92542935
括,25324,括,25324,kuò,4,850,40519,86.37552787
垃,22403,垃,22403,lā/la,4,2628,3127,98.70331271
辣,36771,辣,36771,là,4,2420,4124,98.31703133
郎,37070,郎,37070,láng,4,1457,14845,94.23543495
雷,38647,雷,38647,léi/lèi,4,686,55226,82.37984392
泪,27882,淚,28122,lèi/lì,4,1271,19411,92.60414686
厘,21400,釐,37328,lí/xī/lái/tāi/lài,4,2262,5096,97.9418138
俩,20457,倆,20486,liǎ/liǎng,4,1574,12340,95.05436058
炼,28860,鍊,37706,liàn/jiàn,4,1763,9528,96.11439851
炼,28860,煉,29001,liàn/làn,4,1763,9528,96.11439851
良,33391,良,33391,liáng/liǎng,4,835,41167,86.05913496
粮,31918,糧,31975,liáng,4,1303,18528,92.91727885
疗,30103,療,30274,liáo/liào/shuò,4,949,34467,88.27910178
聊,32842,聊,32842,liáo/liú,4,1932,7865,96.86600461
料,26009,料,26009,liào/liáo,4,557,72778,78.08698422
列,21015,列,21015,liè/lì,4,500,82418,75.80566673
林,26519,林,26519,lín,4,364,117675,68.91976837
临,20020,臨,33256,lín/lìn,4,839,41068,86.14408617
陆,38470,陸,38520,lù/liù,4,675,57430,82.06101643
律,24459,律,24459,lǜ,4,526,77818,76.87910698
虑,34385,慮,24942,lǜ/lǘ,4,901,37208,87.39527517
率,29575,率,29575,lǜ/shuài/lüe,4,625,64453,80.48832815
轮,36718,輪,36650,lún,4,1096,25958,90.55402819
络,32476,絡,32097,luò/lào,4,1118,25256,90.84528054
码,30721,碼,30908,mǎ,4,1345,17626,93.30812449
帽,24125,帽,24125,mào,4,1750,9697,96.0499337
梦,26790,夢,22818,mèng/méng,4,865,39486,86.68513074
秘,31192,秘,31192,mì/bì/bié,4,896,37560,87.29869992
秘,31192,祕,31061,mì/bì,4,896,37560,87.29869992
密,23494,密,23494,mì,4,591,68475,79.32017618
免,20813,免,20813,miǎn/wèn/wǎn,4,755,48044,84.2188755
描,25551,描,25551,miáo/mào,4,1246,20247,92.34782866
摸,25720,摸,25720,mō/mo/mó,4,1367,17067,93.50539791
模,27169,模,27169,mó/mú,4,689,54891,82.46518788
默,40664,默,40664,mò,4,1031,29432,89.62628518
闹,38393,鬧,39719,nào/nao,4,1336,17764,93.22581302
宁,23425,寧,23527,níng/nìng,4,1019,30001,89.44229416
浓,27987,濃,28611,nóng,4,1585,12016,95.12352452
盘,30424,盤,30436,pán/pan/xuán,4,1049,28582,89.8960465
培,22521,培,22521,péi/pǒu/pī,4,1152,24009,91.27763332
婆,23110,婆,23110,pó/po,4,1347,17603,93.32632359
迫,36843,迫,36843,pò/pǎi,4,1006,30930,89.23730669
妻,22971,妻,22971,qī/qì,4,1076,26847,90.28105298
企,20225,企,20225,qǐ,4,450,93453,73.57010075
浅,27973,淺,28154,qiǎn/jiān/jiàn/cán/zàn,4,1721,10088,95.90152748
穷,31351,窮,31406,qióng,4,1343,17672,93.28989592
趋,36235,趨,36264,qū/cù/qù/cǒu,4,1486,14160,94.45239478
趣,36259,趣,36259,qù/cù/qū/cǒu/zōu,4,1065,27434,90.12691302
圈,22280,圈,22280,quān/juàn/juān/quán/juǎn,4,1366,17115,93.49657794
权,26435,權,27402,quán/guàn,4,297,144506,64.41830112
泉,27849,泉,27849,quán,4,1641,11237,95.46085756
却,21364,卻,21371,què/jiǎo/xì,4,287,148679,63.66188324
燃,29123,燃,29123,rán,4,1553,12708,94.91828175
弱,24369,弱,24369,ruò,4,1038,29129,89.73213724
伞,20254,傘,20632,sǎn,4,2202,5511,97.77749111
扫,25195,掃,25475,sǎo/sào,4,1435,15140,94.06498784
森,26862,森,26862,sēn,4,1029,29533,89.59585377
晒,26194,曬,26348,shài,4,2630,3124,98.7065421
闪,38378,閃,38275,shǎn,4,1113,25427,90.7797527
赏,36175,賞,36062,shǎng,4,1450,14946,94.18156681
尚,23578,尚,23578,shàng/shang/cháng,4,878,38376,86.94590931
烧,28903,燒,29138,shāo/shào,4,1201,22078,91.8605809
申,30003,申,30003,shēn,4,1110,25531,90.74030442
甚,29978,甚,29978,shén/shèn,4,626,64438,80.52162876
诗,35799,詩,35433,shī,4,906,36762,87.49056673
施,26045,施,26045,shī/yì/shǐ,4,553,73861,77.93582405
湿,28287,濕,28629,shī/tà/xí,4,1743,9783,96.01472048
史,21490,史,21490,shǐ,4,456,90469,73.85363957
士,22763,士,22763,shì/shi,4,372,115704,69.40168188
释,37322,釋,37323,shì/yì,4,813,42749,85.57953045
守,23432,守,23432,shǒu/shòu,4,796,44264,85.19816421
授,25480,授,25480,shòu,4,968,33017,88.61035847
售,21806,售,21806,shòu/shú,4,1114,25405,90.79288162
叔,21460,叔,21460,shū/shu,4,1422,15310,93.96284784
殊,27530,殊,27530,shū,4,1191,22407,91.74581067
暑,26257,暑,26257,shǔ,4,2743,2697,98.87617682
述,36848,述,36848,shù,4,674,57744,82.03133746
刷,21047,刷,21047,shuā/shuà,4,1824,8773,96.40343644
帅,24069,帥,24101,shuài,4,1888,8249,96.68370039
松,26494,松,26494,sōng,4,895,37563,87.27928947
松,26494,鬆,39686,sōng/sòng/sóng,4,895,37563,87.27928947
俗,20439,俗,20439,sú,4,1354,17463,93.38964011
塑,22609,塑,22609,sù,4,2038,6744,97.26290696
酸,37240,酸,37240,suān,4,1456,14855,94.22776327
孙,23385,孫,23403,sūn/xùn,4,995,31506,89.05990986
缩,32553,縮,32302,suō/sù,4,1304,18495,92.9268368
躺,36538,躺,36538,tǎng/tàng,4,1608,11745,95.2647867
梯,26799,梯,26799,tī/tí,4,1672,10738,95.63751539
替,26367,替,26367,tì,4,1079,26687,90.32256426
填,22635,填,22635,tián/tiǎn/chén/zhèn,4,1970,7401,97.0156413
挑,25361,挑,25361,tiāo/tiǎo/táo/diào/tiáo/tiao,4,1309,18417,92.97449214
贴,36148,貼,36028,tiē,4,1454,14888,94.21240235
童,31461,童,31461,tóng/zhōng,4,1229,20813,92.16763912
统,32479,統,32113,tǒng,4,264,165820,61.80649437
投,25237,投,25237,tóu/dòu,4,516,79708,76.47261774
透,36879,透,36879,tòu/shū,4,1077,26836,90.29492142
途,36884,途,36884,tú,4,1085,26485,90.40483697
脱,33073,脫,33067,tuō,4,943,34548,88.172104
袜,34972,襪,35178,wà,4,3045,1790,99.2204074
弯,24367,彎,24398,wān,4,1662,10917,95.58138788
微,24494,微,24494,wēi,4,653,60484,81.39092233
维,32500,維,32173,wéi/yí,4,520,78877,76.63625775
尾,23614,尾,23614,wěi/yǐ,4,1282,19076,92.71358489
未,26410,未,26410,wèi,4,385,110491,70.16512546
谓,35859,謂,35586,wèi,4,945,34527,88.20779784
稳,31283,穩,31337,wěn,4,1055,28031,89.98368654
无,26080,無,28961,wú/mó,4,105,359265,42.7040378
吸,21560,吸,21560,xī,4,924,35891,87.82787808
席,24109,席,24109,xí,4,894,37579,87.25987747
细,32454,細,32048,xì,4,597,67915,79.53161572
鲜,40092,鮮,39854,xiān/xian/xiǎn/xiàn,4,958,33720,88.43774758
咸,21688,鹹,40569,xián/jiǎn,4,2525,3627,98.52515
县,21439,縣,32291,xiàn/xuán,4,877,38407,86.92607716
限,38480,限,38480,xiàn/wěn,4,613,66018,80.08555667
项,39033,項,38917,xiàng,4,571,70453,78.6044634
销,38144,銷,37559,xiāo,4,904,36821,87.45256649
型,22411,型,22411,xíng,4,556,73216,78.04937363
醒,37266,醒,37266,xǐng/chéng/jīng,4,1075,26899,90.26717884
兄,20804,兄,20804,xiōng/xiong/kuàng,4,1089,26386,90.45947098
胸,33016,胸,33016,xiōng,4,1356,17392,93.40765058
秀,31168,秀,31168,xiù,4,1136,24620,91.07665919
序,24207,序,24207,xù,4,836,41129,86.08038981
寻,23547,尋,23563,xún/xín,4,962,33469,88.50718955
迅,36805,迅,36805,xùn,4,1090,26321,90.47307328
牙,29273,牙,29273,yá/yà,4,997,31466,89.09243321
亚,20122,亞,20126,yà/yā/è,4,420,100251,72.06934587
呀,21568,呀,21568,ya/yā/xiā,4,929,35343,87.91968961
延,24310,延,24310,yán,4,1103,25768,90.64760505
严,20005,嚴,22196,yán/yǎn,4,545,75278,77.6288051
研,30740,研,30740,yán/yàn/xíng,4,447,93761,73.42498697
盐,30416,鹽,40573,yán/yàn,4,1885,8266,96.67090272
扬,25196,揚,25562,yáng,4,1084,26509,90.39114991
腰,33136,腰,33136,yāo,4,1458,14841,94.24310455
摇,25671,搖,25622,yáo,4,940,34635,88.11847049
叶,21494,葉,33865,yè/shè,4,920,36032,87.75351373
依,20381,依,20381,yī/yǐ,4,568,70632,78.49516748
姨,23016,姨,23016,yí,4,2287,4928,98.00651478
移,31227,移,31227,yí/chǐ/yì,4,880,38349,86.98555862
遗,36951,遺,36986,yí/wèi/suí,4,892,37619,87.22103538
疑,30097,疑,30097,yí/níng,4,698,53982,82.71803741
译,35793,譯,35695,yì,4,1198,22170,91.82630564
益,30410,益,30410,yì,4,649,60896,81.26544949
引,24341,引,24341,yǐn,4,479,85740,74.89853673
映,26144,映,26144,yìng/yǎng,4,1316,18102,93.04036881
勇,21191,勇,21191,yǒng,4,1206,21819,91.91714097
幼,24188,幼,24188,yòu/yào,4,1577,12257,95.07337569
余,20313,餘,39192,yú/yé,4,729,50601,83.55533165
余,20313,余,20313,yú/tú/xú/yù,4,729,50601,83.55533165
与,19982,與,33287,yǔ/yù/yú,4,108,345532,43.24709681
玉,29577,玉,29577,yù,4,1001,31279,89.15718174
遇,36935,遇,36935,yù/yóng/ǒu,4,899,37343,87.35676951
圆,22278,圓,22291,yuán,4,1145,24267,91.19034469
源,28304,源,28304,yuán,4,670,58145,81.91162005
阅,38405,閱,38321,yuè,4,1489,14067,94.47426254
载,36733,載,36617,zài/zǎi/dài/zāi/zī,4,977,32456,88.76253412
赞,36190,讚,35738,zàn,4,1179,22909,91.60534279
赞,36190,贊,36106,zàn,4,1179,22909,91.60534279
则,21017,則,21063,zé,4,284,149042,63.43119294
择,25321,擇,25799,zé/zhái/yì,4,961,33615,88.48989327
战,25112,戰,25136,zhàn,4,145,278776,49.0687997
丈,19976,丈,19976,zhàng,4,1242,20372,92.30590085
招,25307,招,25307,zhāo/qiáo/sháo,4,941,34625,88.13636418
召,21484,召,21484,zhào/shào,4,1214,21098,92.00547402
折,25240,摺,25722,zhé/lā/xié,4,1131,24737,91.012937
折,25240,折,25240,zhé/zhē/shé/tí,4,1131,24737,91.012937
针,38024,針,37341,zhēn,4,1116,25384,90.81912656
阵,38453,陣,38499,zhèn,4,788,44899,85.01437629
征,24449,徵,24501,zhēng/zhǐ/chéng,4,739,49855,83.81453402
征,24449,征,24449,zhēng,4,739,49855,83.81453402
政,25919,政,25919,zhèng/zhēng,4,150,269878,49.77668629
之,20043,之,20043,zhī/zhù/zhì,4,44,609003,28.75263965
植,26893,植,26893,zhí,4,1124,24999,90.92311251
址,22336,址,22336,zhǐ,4,1848,8541,96.51074739
质,36136,質,36074,zhì,4,404,104560,71.22201463
治,27835,治,27835,zhì/chí,4,274,156904,62.6386094
致,33268,致,33268,zhì/zhuì,4,524,78238,76.79862699
致,33268,緻,32251,zhì,4,524,78238,76.79862699
智,26234,智,26234,zhì,4,885,38064,87.08426561
置,32622,置,32622,zhì/zhi,4,677,57255,82.12023174
逐,36880,逐,36880,zhú/dí/zhòu/tún,4,954,34128,88.36757281
著,33879,著,33879,zhe/zháo/zhù/zhuó/zhāo/chú,4,777,46239,84.75592584
综,32508,綜,32156,zōng/zèng/zòng,4,1425,15258,93.98651918
阻,38459,阻,38459,zǔ/zhù,4,1175,23151,91.5578921
碍,30861,礙,31001,ài/yí,5,1437,15121,94.08062369
岸,23736,岸,23736,àn,5,971,32807,88.66132382
拔,25300,拔,25300,bá/ba/bō/bié/fá/bèi,5,1502,13865,94.56778618
拜,25308,拜,25308,bài,5,1218,20978,92.04887208
版,29256,版,29256,bǎn,5,810,42853,85.51317575
扮,25198,扮,25198,ban/bàn/fěn/fēn/huǒ,5,1974,7372,97.03091798
棒,26834,棒,26834,bàng,5,2288,4917,98.00905581
悲,24754,悲,24754,bēi,5,1166,23500,91.44948039
辈,36744,輩,36649,bèi,5,1477,14384,94.38604836
鼻,40763,鼻,40763,bí,5,1335,17773,93.21663285
彼,24444,彼,24444,bǐ,5,1256,20021,92.45180273
壁,22721,壁,22721,bì,5,1380,16588,93.61828445
宾,23486,賓,36051,bīn,5,1534,13149,94.79188851
饼,39292,餅,39173,bǐng/bing,5,2359,4439,98.18191631
玻,29627,玻,29627,bō,5,1769,9447,96.14376018
博,21338,博,21338,bó,5,965,33366,88.55899933
猜,29468,猜,29468,cāi,5,1598,11875,95.2037952
裁,35009,裁,35009,cái,5,1203,21918,91.88326157
册,20876,冊,20874,cè,5,1525,13462,94.73012803
叉,21449,叉,21449,chā/chá/chǎ/chà,5,2231,5299,97.85859537
插,25554,插,25554,chā/zhǎ,5,1495,13938,94.51757482
拆,25286,拆,25286,chāi/chè/chì/cā,5,2076,6412,97.39207069
柴,26612,柴,26612,chái/cī/zhài/zì,5,1981,7276,97.05736498
肠,32928,腸,33144,cháng,5,1921,7939,96.8211058
尝,23581,嚐,22160,cháng,5,1621,11557,95.34306156
尝,23581,嘗,22039,cháng,5,1621,11557,95.34306156
偿,20607,償,20767,cháng,5,1329,17919,93.16128929
倡,20513,倡,20513,chàng/chāng,5,2185,5622,97.7287438
乘,20056,乘,20056,chéng/shèng,5,1231,20731,92.18907434
池,27744,池,27744,chí/tuó/chè,5,1709,10289,95.83839494
愁,24833,愁,24833,chóu/qiǎo/jiū,5,2113,6135,97.51155193
丑,19985,醜,37276,chǒu,5,1901,8067,96.73842328
丑,19985,丑,19985,chǒu,5,1901,8067,96.73842328
臭,33261,臭,33261,chòu/xiù,5,2105,6166,97.4861261
厨,21416,廚,24282,chú,5,2132,5932,97.57062357
触,35302,觸,35320,chù,5,1207,21719,91.92836502
闯,38383,闖,38358,chuǎng/chèn,5,2129,5954,97.56141808
辞,36766,辭,36781,cí,5,1469,14439,94.32645166
聪,32874,聰,32880,cōng,5,1669,10863,95.62078344
脆,33030,脆,33030,cuì,5,1976,7336,97.03850181
呆,21574,呆,21574,dāi/bǎo/ái,5,1338,17746,93.24416354
呆,21574,獃,29507,dāi/ái,5,1338,17746,93.24416354
贷,36151,貸,36024,dài/tè,5,1605,11793,95.24653488
胆,32966,膽,33213,dǎn,5,1352,17486,93.37158725
旦,26086,旦,26086,dàn,5,1300,18569,92.8885456
弹,24377,彈,24392,dàn/tán/tan,5,632,63417,80.71922672
挡,25377,擋,25803,dǎng/dàng,5,1933,7851,96.87006189
德,24503,德,24503,dé,5,256,168917,61.11500227
丢,20002,丟,19999,diū,5,1639,11285,95.44923868
冻,20923,凍,20941,dòng,5,2127,5984,97.55526368
洞,27934,洞,27934,dòng/tóng,5,1015,30399,89.37990166
毒,27602,毒,27602,dú/dài,5,947,34517,88.24347668
堆,22534,堆,22534,duī,5,1370,16920,93.53164129
吨,21544,噸,22136,dūn,5,1700,10403,95.79033444
盾,30462,盾,30462,dùn/shǔn/yǔn,5,1395,16080,93.74435729
朵,26421,朵,26421,duo/duǒ,5,1571,12435,95.03515839
躲,36530,躲,36530,duǒ,5,1644,11201,95.47824325
尔,23572,爾,29246,ěr/mǐ/nǐ,5,220,189785,57.77821988
乏,20047,乏,20047,fá,5,1399,16010,93.77751784
罚,32602,罰,32624,fá,5,1215,21011,92.01633219
繁,32321,繁,32321,fán/pán/pó,5,1296,18699,92.85003581
返,36820,返,36820,fǎn,5,1430,15179,94.02584653
泛,27867,泛,27867,fàn/fěng/fá,5,1327,17928,93.14276616
仿,20223,仿,20223,fǎng/páng,5,1259,19870,92.48263052
仿,20223,彷,24439,fǎng/fáng/páng,5,1259,19870,92.48263052
疯,30127,瘋,30219,fēng,5,1549,12771,94.8919624
肤,32932,膚,33178,fū/lú,5,1790,9214,96.2450573
扶,25206,扶,25206,fú/pú,5,1612,11659,95.28900377
幅,24133,幅,24133,fú/bī,5,1444,15021,94.13510886
辅,36741,輔,36628,fǔ,5,2033,6782,97.24541792
傅,20613,傅,20613,fu/fù/fū,5,1887,8256,96.67943743
纲,32434,綱,32177,gāng,5,1934,7832,96.87410935
钢,38050,鋼,37628,gāng/gàng,5,1609,11738,95.27085272
糕,31957,糕,31957,gāo,5,2413,4142,98.3020766
搞,25630,搞,25630,gǎo/qiāo/kào,5,1146,24265,91.20288448
革,38761,革,38761,gé/jí,5,521,78685,76.67692099
